text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
Instructions :,Instructions:,o Sauté diced onion and minced garlic until softened.,o Sauté diced onion and minced garlic until softened.,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Sauté diced onion and minced garlic until softened.,o Sauté diced onion and minced garlic until softened.,"o Add rice, coconut milk, water, kidney beans, thyme, and salt.","o Add rice, coconut milk, water, kidney beans, thyme, and salt.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Add rice, coconut milk, water, kidney beans, thyme, and salt.","o Add rice, coconut milk, water, kidney beans, thyme, and salt.","o Bring to a boil, then reduce heat and simmer until rice is tender.","o Bring to a boil, then reduce heat and simmer until rice is tender.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Bring to a boil, then reduce heat and simmer until rice is tender.","o Bring to a boil, then reduce heat and simmer until rice is tender.",o Serve warm.,o Serve warm.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve warm.,o Serve warm.,Rillettes,Rillettes,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Rillettes,Rillettes,Ingredients :,Ingredients:,0.61,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 pound pork shoulder,o 1 pound pork shoulder,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 pound pork shoulder,o 1 pound pork shoulder,o 1/2 cup duck fat,o 1/2 cup duck fat,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 cup duck fat,o 1/2 cup duck fat,o 1/4 cup white wine,o 1/4 cup white wine,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup white wine,o 1/4 cup white wine,o 1 teaspoon thyme,o 1 teaspoon thyme,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon thyme,o 1 teaspoon thyme,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Cut pork into small pieces.,o Cut pork into small pieces.,0.76,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Cut pork into small pieces.,o Cut pork into small pieces.,"o Cook pork with duck fat, wine, thyme, salt, and pepper in a pot over low heat","o Cook pork with duck fat, wine, thyme, salt, and pepper in a pot over low heat",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Cook pork with duck fat, wine, thyme, salt, and pepper in a pot over low heat","o Cook pork with duck fat, wine, thyme, salt, and pepper in a pot over low heat",until very tender about 3 hours.,until very tender (about 3 hours).,0.86,18,0,0,0,10.02,12,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
until very tender about 3 hours.,until very tender (about 3 hours).,o Shred pork with a fork and pack into jars.,o Shred pork with a fork and pack into jars.,0.75,-18,0,0,0,12,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
o Chill until set.,o Chill until set.,o Serve with bread.,o Serve with bread.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve with bread.,o Serve with bread.,Risotto,Risotto,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Risotto,Risotto,Ingredients :,Ingredients:,0.62,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 cup Arborio rice,o 1 cup Arborio rice,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 cup Arborio rice,o 1 cup Arborio rice,o 4 cups chicken broth,o 4 cups chicken broth,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 4 cups chicken broth,o 4 cups chicken broth,o 1/2 cup white wine,o 1/2 cup white wine,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 cup white wine,o 1/2 cup white wine,o 1 small onion,o 1 small onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 cloves garlic,o 2 cloves garlic,o 1/2 cup Parmesan cheese,o 1/2 cup Parmesan cheese,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 cup Parmesan cheese,o 1/2 cup Parmesan cheese,o 2 tablespoons butter,o 2 tablespoons butter,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 tablespoons butter,o 2 tablespoons butter,o 1 tablespoon olive oil,o 1 tablespoon olive oil,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 tablespoon olive oil,o 1 tablespoon olive oil,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Heat broth in a pot and keep warm.,o Heat broth in a pot and keep warm.,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Heat broth in a pot and keep warm.,o Heat broth in a pot and keep warm.,o Sauté diced onion and minced garlic in olive oil until translucent.,o Sauté diced onion and minced garlic in olive oil until translucent.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Sauté diced onion and minced garlic in olive oil until translucent.,o Sauté diced onion and minced garlic in olive oil until translucent.,o Add rice and cook until lightly toasted.,o Add rice and cook until lightly toasted.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Add rice and cook until lightly toasted.,o Add rice and cook until lightly toasted.,o Pour in wine and cook until absorbed.,o Pour in wine and cook until absorbed.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Pour in wine and cook until absorbed.,o Pour in wine and cook until absorbed.,"o Add broth one ladle at a time, stirring constantly until absorbed.","o Add broth one ladle at a time, stirring constantly until absorbed.",1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Add broth one ladle at a time, stirring constantly until absorbed.","o Add broth one ladle at a time, stirring constantly until absorbed.",o Continue until rice is creamy and tender.,o Continue until rice is creamy and tender.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Continue until rice is creamy and tender.,o Continue until rice is creamy and tender.,o Stir in butter and grated Parmesan cheese.,o Stir in butter and grated Parmesan cheese.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Stir in butter and grated Parmesan cheese.,o Stir in butter and grated Parmesan cheese.,o Serve immediately.,o Serve immediately.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve immediately.,o Serve immediately.,Rösti Potato Pancakes,Rösti (Potato Pancakes),4.18,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Rösti Potato Pancakes,Rösti (Potato Pancakes),Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 4 potatoes,o 4 potatoes,0.76,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 4 potatoes,o 4 potatoes,o 1 small onion,o 1 small onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 1/4 cup flour,o 1/4 cup flour,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup flour,o 1/4 cup flour,o 1 egg,o 1 egg,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 egg,o 1 egg,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,o Oil for frying,o Oil for frying,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o Oil for frying,o Oil for frying,Instructions :,Instructions:,0.87,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Grate potatoes and onion, then squeeze out excess moisture.","o Grate potatoes and onion, then squeeze out excess moisture.",0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Grate potatoes and onion, then squeeze out excess moisture.","o Grate potatoes and onion, then squeeze out excess moisture.","o Mix with flour, beaten egg, salt, and pepper.","o Mix with flour, beaten egg, salt, and pepper.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Mix with flour, beaten egg, salt, and pepper.","o Mix with flour, beaten egg, salt, and pepper.",o Form mixture into patties.,o Form mixture into patties.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Form mixture into patties.,o Form mixture into patties.,o Fry in hot oil until golden on both sides.,o Fry in hot oil until golden on both sides.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Fry in hot oil until golden on both sides.,o Fry in hot oil until golden on both sides.,o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,Rotkohl Braised Red Cabbage,Rotkohl (Braised Red Cabbage),4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Rotkohl Braised Red Cabbage,Rotkohl (Braised Red Cabbage),Ingredients :,Ingredients:,0.61,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 head red cabbage,o 1 head red cabbage,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 head red cabbage,o 1 head red cabbage,o 1 small onion,o 1 small onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 1 apple,o 1 apple,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup vinegar,o 1/4 cup vinegar,o 1/4 cup sugar,o 1/4 cup sugar,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup sugar,o 1/4 cup sugar,o 1/4 cup water,o 1/4 cup water,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup water,o 1/4 cup water,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1.02,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Shred cabbage and slice onion and apple.,o Shred cabbage and slice onion and apple.,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Shred cabbage and slice onion and apple.,o Shred cabbage and slice onion and apple.,o Sauté onion in a pot until softened.,o Sauté onion in a pot until softened.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Sauté onion in a pot until softened.,o Sauté onion in a pot until softened.,"o Add cabbage, apple, vinegar, sugar, water, salt, and pepper.","o Add cabbage, apple, vinegar, sugar, water, salt, and pepper.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Add cabbage, apple, vinegar, sugar, water, salt, and pepper.","o Add cabbage, apple, vinegar, sugar, water, salt, and pepper.",o Simmer for 45 minutes until cabbage is tender.,o Simmer for 45 minutes until cabbage is tender.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Simmer for 45 minutes until cabbage is tender.,o Simmer for 45 minutes until cabbage is tender.,o Serve warm.,o Serve warm.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Serve warm.,o Serve warm.,Saganaki,Saganaki,4.19,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Saganaki,Saganaki,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1/2 pound kefalotyri cheese,o 1/2 pound kefalotyri cheese,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1/2 pound kefalotyri cheese,o 1/2 pound kefalotyri cheese,o 1/4 cup flour,o 1/4 cup flour,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup flour,o 1/4 cup flour,o 1/4 cup olive oil,o 1/4 cup olive oil,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup olive oil,o 1/4 cup olive oil,o 1 lemon,o 1 lemon,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 lemon,o 1 lemon,Instructions :,Instructions:,0.87,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,o Cut cheese into slices.,o Cut cheese into slices.,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o Cut cheese into slices.,o Cut cheese into slices.,o Dredge cheese in flour.,o Dredge cheese in flour.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Dredge cheese in flour.,o Dredge cheese in flour.,o Heat olive oil in a pan and fry cheese until golden on both sides.,o Heat olive oil in a pan and fry cheese until golden on both sides.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Heat olive oil in a pan and fry cheese until golden on both sides.,o Heat olive oil in a pan and fry cheese until golden on both sides.,o Squeeze lemon juice over the top and serve immediately.,o Squeeze lemon juice over the top and serve immediately.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Squeeze lemon juice over the top and serve immediately.,o Squeeze lemon juice over the top and serve immediately.,Salade Niçoise,Salade Niçoise,4.18,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Salade Niçoise,Salade Niçoise,Ingredients :,Ingredients:,0.61,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 4 tomatoes,o 4 tomatoes,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 4 tomatoes,o 4 tomatoes,o 1 cucumber,o 1 cucumber,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 cucumber,o 1 cucumber,o 1 small red onion,o 1 small red onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small red onion,o 1 small red onion,o 1/4 cup olives,o 1/4 cup olives,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup olives,o 1/4 cup olives,o 1/4 cup green beans,o 1/4 cup green beans,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup green beans,o 1/4 cup green beans,o 2 hard-boiled eggs,o 2 hard-boiled eggs,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 hard-boiled eggs,o 2 hard-boiled eggs,o 1 can tuna,o 1 can tuna,1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 can tuna,o 1 can tuna,o 1/4 cup olive oil,o 1/4 cup olive oil,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup olive oil,o 1/4 cup olive oil,o 2 tablespoons red wine vinegar,o 2 tablespoons red wine vinegar,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 2 tablespoons red wine vinegar,o 2 tablespoons red wine vinegar,o 1 teaspoon Dijon mustard,o 1 teaspoon Dijon mustard,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon Dijon mustard,o 1 teaspoon Dijon mustard,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,Instructions :,Instructions:,0.85,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Dice tomatoes and cucumber, slice red onion.","o Dice tomatoes and cucumber, slice red onion.",0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Dice tomatoes and cucumber, slice red onion.","o Dice tomatoes and cucumber, slice red onion.",o Blanch green beans until tender.,o Blanch green beans until tender.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Blanch green beans until tender.,o Blanch green beans until tender.,"o Arrange tomatoes, cucumber, onion, green beans, olives, and tuna on a plate.","o Arrange tomatoes, cucumber, onion, green beans, olives, and tuna on a plate.",1.01,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Arrange tomatoes, cucumber, onion, green beans, olives, and tuna on a plate.","o Arrange tomatoes, cucumber, onion, green beans, olives, and tuna on a plate.",o Quarter hard-boiled eggs and add to the salad.,o Quarter hard-boiled eggs and add to the salad.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
o Quarter hard-boiled eggs and add to the salad.,o Quarter hard-boiled eggs and add to the salad.,"o Whisk olive oil, vinegar, mustard, and salt, then drizzle over the salad.","o Whisk olive oil, vinegar, mustard, and salt, then drizzle over the salad.",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Whisk olive oil, vinegar, mustard, and salt, then drizzle over the salad.","o Whisk olive oil, vinegar, mustard, and salt, then drizzle over the salad.",o Toss gently and serve.,o Toss gently and serve.,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
Salpicão,Salpicão,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 2 cups shredded chicken,o 2 cups shredded chicken,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 2 cups shredded chicken,o 2 cups shredded chicken,o 1 small onion,o 1 small onion,1.02,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 1 carrot,o 1 carrot,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 carrot,o 1 carrot,o 1 apple,o 1 apple,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 apple,o 1 apple,o 1/4 cup raisins,o 1/4 cup raisins,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup raisins,o 1/4 cup raisins,o 1/4 cup mayonnaise,o 1/4 cup mayonnaise,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup mayonnaise,o 1/4 cup mayonnaise,o 1/4 cup parsley,o 1/4 cup parsley,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1/4 cup parsley,o 1/4 cup parsley,o 1 teaspoon salt,o 1 teaspoon salt,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 teaspoon salt,o 1 teaspoon salt,Instructions :,Instructions:,0.87,-18,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Instructions :,Instructions:,"o Dice onion, grate carrot, and chop apple.","o Dice onion, grate carrot, and chop apple.",0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
"o Dice onion, grate carrot, and chop apple.","o Dice onion, grate carrot, and chop apple.","o Mix shredded chicken with onion, carrot, apple, raisins, mayonnaise, chopped","o Mix shredded chicken with onion, carrot, apple, raisins, mayonnaise, chopped",1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
"o Mix shredded chicken with onion, carrot, apple, raisins, mayonnaise, chopped","o Mix shredded chicken with onion, carrot, apple, raisins, mayonnaise, chopped","parsley, and salt.","parsley, and salt.",0.85,18,0,0,0,10.02,12,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1
"parsley, and salt.","parsley, and salt.",o Serve chilled.,o Serve chilled.,0.75,-18,0,0,0,12,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1
o Serve chilled.,o Serve chilled.,Saltfish Fritters,Saltfish Fritters,4.17,-54.02,0,0,0,10.02,12,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Saltfish Fritters,Saltfish Fritters,Ingredients :,Ingredients:,0.61,36.02,0,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients :,Ingredients:,o 1 pound salted cod,o 1 pound salted cod,0.75,18,0,0,0,12,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0
o 1 pound salted cod,o 1 pound salted cod,o 1 small onion,o 1 small onion,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1,0,1,0,0,10.02,10.02,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1
